1685949760588	60.7
1685949761544	62.8
1685949762597	56.2
1685949763872	47.6
1685949765084	49.5
1685949766030	63.3
1685949766993	65.2
1685949768191	51.9
1685949769516	42.7
1685949770723	51.2
1685949771559	66.7
1685949772511	68.2
1685949773458	60.2
1685949774969	41.2
1685949776083	49.7
1685949777036	64.7
1685949778011	67.0
1685949778993	56.0
1685949780371	43.2
1685949781450	55.4
1685949782402	62.0
1685949783553	57.3
1685949784581	54.2
1685949785593	58.6
1685949786695	54.2
1685949787873	50.8
1685949789011	51.7
1685949790035	58.4
1685949791152	54.9
1685949792338	49.5
1685949793605	47.2
1685949794659	57.5
1685949795705	57.0
1685949796840	52.1
1685949798088	48.4
1685949799282	51.2
1685949800227	62.0
1685949801229	60.2
1685949802634	42.7
1685949803834	49.5
1685949804765	64.1
1685949805637	68.5
1685949806711	55.8
1685949808095	43.0
1685949809422	52.3
1685949810147	65.8
1685949811018	68.2
1685949811975	62.8
1685949813088	54.5
1685949814184	53.6
1685949815181	61.7
1685949816038	69.1
1685949816927	67.6
1685949817868	64.4
1685949818958	55.4
1685949820054	53.2
1685949821072	58.8
1685949821979	66.7
1685949822846	68.5
1685949823856	65.5
1685949824923	55.4
1685949825874	57.9
1685949826885	61.0
1685949827761	66.4
1685949828644	69.8
1685949829549	64.7
1685949830625	55.6
1685949831860	48.2
1685949832945	55.4
1685949833865	65.8
1685949834735	68.2
1685949835655	64.9
1685949836692	58.1
1685949837753	56.0
1685949838881	53.2
1685949839847	61.2
1685949840764	66.1
1685949841726	62.2
1685949842768	57.9
1685949843838	55.6
1685949844868	57.9
1685949845788	64.7
1685949846731	64.9
1685949847719	60.2
1685949848746	57.7
1685949849805	58.6
1685949850733	62.5
1685949851662	65.8
1685949852585	64.4
1685949853654	57.3
1685949854691	54.9
1685949855684	61.2
1685949856612	64.4
1685949857619	59.5
1685949858744	53.0
1685949859967	50.5
1685949860925	61.5
1685949861889	62.0
1685949862977	54.0
1685949864382	44.0
1685949865487	51.0
1685949866555	56.8
1685949867733	51.7
1685949869003	46.3
1685949870157	52.6
1685949871239	55.4
1685949872355	56.0
1685949873382	56.4
1685949874360	59.8
1685949875478	57.3
1685949876498	55.8
1685949877668	55.8
1685949878632	58.1
1685949879706	54.5
1685949880815	54.9
1685949881872	54.5
1685949882884	59.3
1685949883890	60.2
1685949884808	64.4
1685949885783	62.5
1685949886721	62.0
1685949887790	60.5
1685949888713	60.2
